Type,Count,Probability,Event Information
0x800,169321,0.996005882353,0.00577383209566
0x806,317,0.00186470588235,9.06683619066
0x86dd,362,0.00212941176471,8.87532933372
Source entropy
0.0415569842089
Max entropy
1.09861228867
