Type,Count,Probability,Event Information
0x800,39297,0.87086694442,0.199475781676
0x806,126,0.00279230564666,8.48432741661
0x86dd,5701,0.126340749934,2.98460805398
Source entropy
0.574485319625
Max entropy
1.58496250072
