OpCode,Source,Destination,Count,Probability,Event Information
1, '172.17.0.3', '172.17.62.182',1,0.2,2.32192809489
1, '172.17.62.182', '172.17.0.3',1,0.2,2.32192809489
2, '172.17.0.3', '172.17.62.182',2,0.4,1.32192809489
2, '172.17.62.182', '172.17.0.3',1,0.2,2.32192809489
Source entropy
1.92192809489
Max entropy
2.0
