Type,Count,Probability,Event Information
0x800,162662,0.956835294118,0.0636574886818
0x806,5008,0.0294588235294,5.08515637387
0x8035,17,0.0001,13.2877123795
0x86dd,2313,0.0136058823529,6.19962567016
Source entropy
0.296392604881
Max entropy
1.38629436112
